"NU_ANO_CENSO","CO_REDE","NO_REDE","CO_ORGAO_REGIONAL","NO_ORGAO_REGIONAL","CO_DISTRITO","NO_DISTRITO","TP_LOCAL","LOCALIZACAO","CO_ENTIDADE","NO_ENTIDADE","CO_CLASSIFICAÇÃO","NO_CLASSIFICAÇÃO","DS_ENDERECO","NU_ENDERECO","DS_COMPLEMENTO","NO_BAIRRO","GEO_REF_LATITUDE","GEO_REF_LONGITUDE","NU_DDD","NU_TELEFONE","TX_EMAIL",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016505","CEPI IPE-AMARELO","2","Prédio SEEDF - Gestão OSC","QUADRA QNQ 5","A/E A","NULL","CEILANDIA NORTE CEILANDIA","-15.806679","-48.146621","61","33745126","cepi.ipeamarelo@creceilandia.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016009","CEPI IPE-BRANCO","2","Prédio SEEDF - Gestão OSC","QUADRA QNN 13 A/E","SEM NUMERO","A/E","CEILANDIA NORTE CEILANDIA","-15.81445256","-48.11730577","61","94201300","cepi.ipebranco@creceilandia.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53015975","CEPI IPE-ROSA","2","Prédio SEEDF - Gestão OSC","QUADRA QN 508 CONJUNTO 6","1","NULL","SAMAMBAIA SUL","-15.8805678","-48.0731217","61","40404556","conveniada.cepiiperosa@se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53015983","CEPI IPE-ROXO","2","Prédio SEEDF - Gestão OSC","QUADRA QR 117 AREA ESPECIAL SUL","S/N","SETOR SUL","SAMAMBAIA SUL SAMAMBAIA","-15.88905021","-48.11191271","61","NULL","cepi.iperoxo@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016297","CEPI JABUTI","2","Prédio SEEDF - Gestão OSC","QUADRA QN 414","CONJUNTO G","AREA ESPECIAL 01","SAMAMBAIA NORTE SAMAMBAIA","-15.8557803","-48.0741354","61","36866256","cepijabuti@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","1","BRASILIA","1","Urbana","53016777","CEPI JACARANDA","2","Prédio SEEDF - Gestão OSC","EQS 204/205 LT B","NULL","NULL","BRASILIA","-15.81288","-47.8914","61","999930514","cepijacaranda@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","32","SOL NASCENTE / POR DO SOL","1","Urbana","53019342","CEPI JANDAIA","2","Prédio SEEDF - Gestão OSC","SHPS EQ 500/700 AE 2","2","EM FRENTE CEF 32","SOL NASCENTE / POR DO SOL","-15.857252","-48.124334","61","33725850","cepijandaia.adm@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016548","CEPI JASMIM","2","Prédio SEEDF - Gestão OSC","QUADRA QNO 12 AREA ESPECIAL G","12","NULL","CEILANDIA NORTE CEILANDIA","-15.79134833","-48.13245833","61","981896030","cepi.jasmim@creceilandia.com",""
"2023","3","REDE PARTICULAR CONVENIADA","6","PLANALTINA","6","PLANALTINA","1","Urbana","53016300","CEPI JATOBA","2","Prédio SEEDF - Gestão OSC","AREA AREA ESPECIAL 1","NULL","NULL","VILA NOSSA SENHORA DE FATIMA PLANALTINA","-15.6427942","-47.6633849","61","33084088","cepijatoba2015@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","3","TAGUATINGA","20","AGUAS CLARAS","1","Urbana","53016440","CEPI JEQUITIBA","2","Prédio SEEDF - Gestão OSC","AVENIDA JEQUITIBA RUA 37 SUL","935","A/E","SUL AGUAS CLARAS","-15.8368038","-48.0413635","61","994201245","sociedadeamoremacao.jequitiba@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","5","SOBRADINHO","5","SOBRADINHO","1","Urbana","53016521","CEPI JOAO-DE-BARRO","2","Prédio SEEDF - Gestão OSC","QUADRA 2 CONJUNTO E-16 A/E 01","SN","NULL","SOBRADINHO I","-15.6559378","-47.7884553","61","35751579","ivr.cepijoaodebarro@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016254","CEPI JURITI","2","Prédio SEEDF - Gestão OSC","QUADRA QN 431 AREA ESPECIAL 2","NULL","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.8926067","-48.1459517","61","35506521","imscepijuriti@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","9","GUARA","10","GUARA","1","Urbana","53016351","CEPI LOBO-GUARA","2","Prédio SEEDF - Gestão OSC","QUADRA EPTG QE 1 LOTE","3","NULL","QUADRAS ECONOMICAS LUCIO COSTA GUARA","-15.80751948","-47.98582569","61","33951015","cepiloboguara.glc@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","3","TAGUATINGA","20","AGUAS CLARAS","1","Urbana","53016564","CEPI MACAUBA","2","Prédio SEEDF - Gestão OSC","QUADRA QS 7 RUA 600","NULL","LOTE 02","AREAL AGUAS CLARAS","-15.8673317","-48.023765","61","30369290","cepi.macauba@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017803","CEPI MANDACARU","2","Prédio SEEDF - Gestão OSC","QR 204 CJ 11 LT 1","1","NULL","SAMAMBAIA","-15.86974667","-48.08371167","61","996400148","cepimandacaru@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017110","CEPI MANGABEIRA","2","Prédio SEEDF - Gestão OSC","QS 413 AE 02","NULL","NULL","SAMAMBAIA NORTE","-15.8797315","-48.1093581","61","35592151","cepimangabeira2017@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","1","BRASILIA","1","Urbana","53016394","CEPI OLHOS DAGUA","2","Prédio SEEDF - Gestão OSC","QUADRA SHCGN 714 A/E - JARDIM","6130392533","NULL","ASA NORTE","-15.7468341","-47.89761345","61","30392533","cepiolhosdagua@casadeismael.org.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016270","CEPI ONCA-PINTADA","2","Prédio SEEDF - Gestão OSC","QUADRA QN 309","NULL","CONJUNTO 04 LOTE 01","SAMAMBAIA SUL SAMAMBAIA","-15.8855104","-48.0999546","61","996519335","crecheoncapintada@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016238","CEPI PAINEIRA","2","Prédio SEEDF - Gestão OSC","QUADRA QR 517 AREA ESPECIAL 1 LOTE 03","3","NULL","SAMAMBAIA SUL SAMAMBAIA","-15.8945082","-48.1097112","61","30226088","cepipaineira.517@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53018370","CEPI PAPAGAIO","2","Prédio SEEDF - Gestão OSC","EQNP 6/10 AE ST P SUL","NULL","NULL","CEILANDIA","-15.835132","-48.117081","61","981914289","ims.papagaio@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","6","PLANALTINA","6","PLANALTINA","1","Urbana","53016327","CEPI PEQUIZEIRO","2","Prédio SEEDF - Gestão OSC","QUADRA QUADRA 18 CONJUNTO G","1","NULL","SETOR RESIDENCIAL LESTE PLANALTINA","-15.6186309","-47.6402934","61","991984471","cepipequizeiro@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","18","LAGO NORTE","1","Urbana","53017137","CEPI PERDIZ","2","Prédio SEEDF - Gestão OSC","SHIN QI 13 LTS E/F","NULL","NULL","LAGO NORTE","-15.759945","-47.8309283","61","39632031","cepiperdiz@apb.org.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53018524","CEPI PERIQUITO","2","Prédio SEEDF - Gestão OSC","QS 607 AREA ESPECIAL","1","NULL","SAMAMBAIA","-15.87299607","-48.10472181","61","30603944","cepiperiquito@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016459","CEPI PICA-PAU BRANCO","2","Prédio SEEDF - Gestão OSC","QUADRA QR 307 CONJUNTO 08 A/E","1","AREA ESPECIAL","SAMAMBAIA SUL SAMAMBAIA","-15.8859531","-48.0987852","61","30825611","secretariapicapau@cruzdemaltadf.org.br",""
"2023","3","REDE PARTICULAR CONVENIADA","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53016181","CEPI QUERO QUERO","2","Prédio SEEDF - Gestão OSC","AVENIDA EUCALIPTO QUADRA 406 CONJUNTO Z 1 LOTE 01","1","NULL","RECANTO DAS EMAS","-15.91203333","-48.06995667","61","998014984","queroquerocreremas@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017838","CEPI RAPOSA-DO-CERRADO","2","Prédio SEEDF - Gestão OSC","QS 415 AE 01","NULL","NULL","SAMAMBAIA","-15.88240023","-48.11355432","61","36862834","cepiraposa@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","3","TAGUATINGA","20","AGUAS CLARAS","1","Urbana","53017455","CEPI ROSA-DO-CERRADO","2","Prédio SEEDF - Gestão OSC","QS 7 AE LT 10","NULL","NULL","AGUAS CLARAS","-15.86337078","-48.02761669","61","36861632","sociedadeamoremacao.rosadocerra@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53016343","CEPI SABIA-DO-CAMPO","2","Prédio SEEDF - Gestão OSC","QUADRA QUADRA 305 CONJUNTO 02-A LOTE","1","NULL","RECANTO DAS EMAS","-15.914077","-48.095707","61","35785160","cepisabiadocampo@hotmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","3","TAGUATINGA","20","AGUAS CLARAS","1","Urbana","53016483","CEPI SABIA-LARANJEIRA","2","Prédio SEEDF - Gestão OSC","QUADRA QS 8 CONJUNTO 220A","LOTE 01","NULL","AREAL AGUAS CLARAS","-15.8618628","-48.0240998","61","36862771","sociedadeamoremacao.sabialaranj@gmail.cm",""
"2023","3","REDE PARTICULAR CONVENIADA","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53017129","CEPI SAGUI","2","Prédio SEEDF - Gestão OSC","QD 2 AE 2","2","PIQ2","SETOR VEREDAS","-15.67260933","-48.20253141","61","30815294","cepisagui@casadeismael.org.br",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016572","CEPI SEMPRE-VIVA","2","Prédio SEEDF - Gestão OSC","QUADRA QNQ 3 LT B","3","AREA ESPECIAL","CEILANDIA NORTE CEILANDIA","-15.8043469","-48.1440637","61","30603401","cepi.sempreviva@creceilandia.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016700","CEPI SUCUPIRA","2","Prédio SEEDF - Gestão OSC","QUADRA QS 412","12","AREA ESPECIAL N","SAMAMBAIA NORTE","-15.8562083","-48.0754136","61","33589452","cepisucupira2017@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016289","CEPI TAMANDUA BANDEIRA","2","Prédio SEEDF - Gestão OSC","QUADRA QN 314","LOTE 1","CONJUNTO 8","SAMAMBAIA SUL SAMAMBAIA","-15.8744164","-48.0689039","61","35221479","cepitamanduabandeira@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","14","SAO SEBASTIAO","1","Urbana","53011120","CMSS COL MODELO SAO SEBASTIAO","3","Prédio OSC - Gestão OSC","RUA 9 QUADRA 01- CONJUNTO A CHACARA","7","NULL","VILA NOVA SAO SEBASTIAO","-15.9038227","-47.7621084","61","33351021","secretariaefp@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","5","SOBRADINHO","1","Urbana","53005511","COL APROVACAO PHD","3","Prédio OSC - Gestão OSC","QUADRA QUADRA 13","NULL","AREA ESPECIAL 08","SOBRADINHO","-15.6451259","-47.7867129","61","35224118","secretariacolegioaprovacao@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","9","CEILANDIA","1","Urbana","53019822","COL ARCO-IRIS","3","Prédio OSC - Gestão OSC","QUADRA QNP 17, LT","2","NULL","CEILANDIA NORTE","-15.804924","-48.132869","61","33716586","crechearcoirisg@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","1","BRASILIA","1","Urbana","53002016","COL BIANGULO ASA NORTE","3","Prédio OSC - Gestão OSC","QUADRA EQN 116/316","NULL","BLOCO C","ASA NORTE","-15.7385918","-47.8954058","61","32740635","golfdourado@brturbo.com.br",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","9","CEILANDIA","1","Urbana","53019067","COL CAMINHANDO COM EXITO","3","Prédio OSC - Gestão OSC","QUADRA QNM 29 AE A","NULL","NULL","CEILANDIA SUL CEILANDIA","-16.070401","-48.031856","61","35813130","colegioexito.df@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","1","BRASILIA","1","Urbana","53001958","COL CNEC DE BRASILIA","3","Prédio OSC - Gestão OSC","QUADRA SGAN 608 MODULO D","NULL","L 2 NORTE","ASA NORTE","-15.7604299","-47.8779538","61","32723233","1873.secretaria@cnec.br",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","15","RECANTO DAS EMAS","1","Urbana","53035003","COL CULTURAL","3","Prédio OSC - Gestão OSC","QUADRA 206 CONJUNTO 6","8-Sep","LOTE 08","RECANTO DAS EMAS","-15.909180","-48.067682","61","33331751","colegioculturalltda@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","12","SAMAMBAIA","1","Urbana","53015266","COL MAE DA DIVINA GRACA","3","Prédio OSC - Gestão OSC","QUADRA QS 601 AREA ESPECIAL 03","3","SAMAMBAIA","SAMAMBAIA NORTE","-15.8625931","-48.0947496","61","986318876","crechelar1@hotmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","2","GAMA","2","GAMA","1","Urbana","53003241","COL PAX","3","Prédio OSC - Gestão OSC","AREA ESPECIAL LADO LESTE","26/29","LADO LESTE","SETOR CENTRAL GAMA","-16.02089031","-48.06145468","61","35561234","institutopax@terra.com.br",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","9","CEILANDIA","1","Urbana","53018648","COL SANKY","3","Prédio OSC - Gestão OSC","QUADRA QNM 26 CONJUNTO A LT 3","3","NULL","CEILANDIA NORTE CEILANDIA","-15.7976053","-48.11531872","61","30245544","colegioinfantilsanky@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","13","SANTA MARIA","1","Urbana","53019075","COL SANTA MARIA KIDS","3","Prédio OSC - Gestão OSC","QUADRA CL 217 LT A","NULL","NULL","SANTA MARIA","-16.005271","-47.993038","61","32028189","secretariakids@colegiosm.com.br",""
"2023","3","REDE PARTICULAR CONVENIADA","18","SAO SEBASTIAO","14","SAO SEBASTIAO","1","Urbana","53063007","CR BEM ME QUER","3","Prédio OSC - Gestão OSC","RUA 48 LOTE 420","420","BAIRRO CENTRO","CENTRO SAO SEBASTIAO","-15.9009242","-47.7707298","61","33353107","oasiscrechebemmequer@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53003403","CR CANTINHO DA PAZ","3","Prédio OSC - Gestão OSC","QUADRA QSD 27","24","CASA 24","TAGUATINGA SUL","-15.8477679","-48.0458298","61","33562788","crechecantinhodapaz@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","7","NUCLEO BANDEIRANTE","19","CANDANGOLANDIA","1","Urbana","53060008","CR CANTINHO DE VOCE","3","Prédio OSC - Gestão OSC","QUADRA QR 1-A, PRACA DO BOSQUE, LOTE 08","8","NULL","CANDANGOLANDIA","-15.8559898","-47.9496591","61","33011699","crechecantinhodevoce@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","9","GUARA","10","GUARA","1","Urbana","53012437","CR COMUNITARIA DA QE 38 DO GUARA","3","Prédio OSC - Gestão OSC","QUADRA QE 38 AREA ESPECIAL LOTE","4","4","GUARA II","-15.8472972","-47.9689483","61","33012060","crechecomunitaria2017@gmail.com",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","14","SAO SEBASTIAO","1","Urbana","53019873","CR COMUNITARIA MONTE MORIA","3","Prédio OSC - Gestão OSC","AVENIDA SAO SEBASTIAO","210","NULL","CENTRO SAO SEBASTIAO","-15.906422","-47.771704","61","984507961","crechemontemuria@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","1","BRASILIA","1","Urbana","53011058","CR CRUZ DE MALTA SAO JOAO BATISTA DE JERUSALEM","3","Prédio OSC - Gestão OSC","QUADRA SEPN 507 BLOCO C PARTE S/N CRECHE","3","NULL","ASA NORTE","-15.7674342","-47.8893482","61","32748015","secretaria507@cruzdemaltadf.org.br",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","9","CEILANDIA","1","Urbana","53019920","CR E ESC NINHO DE BEBE","3","Prédio OSC - Gestão OSC","ADE","SN","NULL","AREA DE DESENVOLVIMENTO ECONOMICO CEILANDIA","-15.896931","-48.126890","61","992789971","ninhodebebebce@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","7","NUCLEO BANDEIRANTE","21","RIACHO FUNDO II","1","Urbana","53019466","CR E PRE-ESC IEHN II","3","Prédio OSC - Gestão OSC","QD QN 7D CJ 2 LT 123","NULL","NULL","RIACHO FUNDO II","-15.901664","-48.047173","61","998802691","crecheiehn2@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","6","PLANALTINA","6","PLANALTINA","1","Urbana","53017781","CR IRMA DULCE","3","Prédio OSC - Gestão OSC","MOD I LT 8 SETOR DE MANSOES DARMAS","NULL","NULL","PLANALTINA","-15.60483","-47.67541167","61","34884843","crecheirmadulce2018@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","7","NUCLEO BANDEIRANTE","24","PARK WAY","1","Urbana","53012399","CR IRMA ELVIRA","3","Prédio OSC - Gestão OSC","QUADRA SMPW TRECHO 3","LOTE 1/2","NULL","SETOR DE MANSOES PARK WAY","-15.8670792","-47.9756313","61","35520504","lvmm.coord2@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53059000","CR MARIA DE NAZARE","3","Prédio OSC - Gestão OSC","QUADRA QN 404 CONJUNTO A","1","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.8637695","-48.0881773","61","33577328","crechemariadenazare@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53015622","CR PASTOR FRANCISCO MIRANDA","3","Prédio OSC - Gestão OSC","QUADRA QS 314 CONJUNTO 4","NULL","NULL","SAMAMBAIA SUL SAMAMBAIA","-15.8760512","-48.0678301","61","34581926","creche314abe@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","1","BRASILIA","1","Urbana","53012674","CR PIONEIRA DA VILA PLANALTO","3","Prédio OSC - Gestão OSC","AVENIDA RABELO AREA ESPECIAL","SN","NULL","VILA PLANALTO","-15.7959671","-47.8495056","61","33279322","crechepioneira@hotmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","9","GUARA","25","SCIA","1","Urbana","53015843","CR RENASCER E ESC TIO PEDRO","3","Prédio OSC - Gestão OSC","QUADRA QUADRA 6 CONJUNTO 2 LOTES 01 E 26","NULL","NULL","SETOR LESTE VILA ESTRUTURAL - GUARA","-15.7799398","-47.99196","61","34654957","crecherenascerestrutural@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","11","CRUZEIRO","1","Urbana","53012836","CR SAO VICENTE DE PAULO","3","Prédio OSC - Gestão OSC","AREA ESPECIAL B LOTE","9","B LT 09 CR 01","CRUZEIRO VELHO","-15.7859294","-47.9368816","61","33615874","crechesaovicentedepaulodf@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53064003","CRECHE LAR DE MARIA","3","Prédio OSC - Gestão OSC","QUADRA QS 608 CONJUNTO A LOTES","1-Mar","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.8584051","-48.0836939","61","30344118","lamana94@yahoo.com.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","25","SCIA","1","Urbana","53013980","EC 01 DA VILA ESTRUTURAL","1","Prédio SEEDF - Gestão SEEDF","SETOR CENTRAL PRACA ESTRUTURAL S/N","NULL","NULL","ESTRUTURAL","-15.78127634","-47.99758156","61","30262196","sec.ec01ce@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","8","CEILANDIA","9","CEILANDIA","1","Urbana","53007646","EC 01 DE CEILANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQNM 23/25","NULL","AREA ESPECIAL","CEILANDIA SUL CEILANDIA","-15.8336116","-48.0919606","61","39013735","ec01@creceilandia.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","1","Urbana","53006186","EC 01 DE PLANALTINA","1","Prédio SEEDF - Gestão SEEDF","AVENIDA INDEPENDENCIA QUADRA 102","1","VILA VICENTINA","PLANALTINA","-15.6259391","-47.6549726","61","39014445","ec01planaltina2015@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","35","ARAPOANGA","1","Urbana","53047028","EC 01 DO ARAPOANGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 15 CONJUNTO I","SEM NUMERO","CONJ. I A/E S. HAB.","ARAPOANGA PLANALTINA","-15.6397341","-47.6359024","61","39012297","ec01arapoanga.planaltina@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","10","GUARA","1","Urbana","53008561","EC 01 DO GUARA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QE 3","AE","NULL","GUARA I","-15.81437354","-47.97478521","61","39013705","ec01.guara@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","17","PARANOA","7","PARANOA","1","Urbana","53006747","EC 01 DO PARANOA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 26 AREA ESPECIAL S/N","1","CONJ. G","PARANOA","-15.764702","-47.778513","61","39017762","ec01.paranoa@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","4","BRAZLANDIA","4","BRAZLANDIA","2","Rural","53014545","EC 01 INCRA 08","1","Prédio SEEDF - Gestão SEEDF","QUADRA 18","AE N 01","NULL","INCRA 8 BRAZLANDIA","-15.74057","-48.17033","61","39018318","ec01incra08@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","25","SCIA","1","Urbana","53068165","EC 02 DA ESTRUTURAL","1","Prédio SEEDF - Gestão SEEDF","AREA ESPECIAL AREA ESPECIAL 21","NULL","NULL","SETOR CENTRAL VILA ESTRUTURAL - GUARA","-15.782519","-47.9986716","61","39013546","53068165@se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","8","CEILANDIA","9","CEILANDIA","1","Urbana","53007654","EC 02 DE CEILANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQNM 19/21","NULL","AREA ESPECIAL","CEILANDIA SUL CEILANDIA","-15.82314407","-48.09589458","61","39013736","ec02@creceilandia.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","2","GAMA","2","GAMA","1","Urbana","53002822","EC 02 DO GAMA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQ 2/4","NULL","AREA ESPECIAL","SETOR OESTE GAMA","-16.0052093","-48.0719142","61","39018096","ec02gamasecretaria@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","10","GUARA","1","Urbana","53008570","EC 02 DO GUARA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QE 2","NULL","AREA ESPECIAL A","GUARA I","-15.81437333","-47.98377833","61","39013707","ec02.guara@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","17","PARANOA","28","ITAPOA","1","Urbana","53068203","EC 02 DO ITAPOA","1","Prédio SEEDF - Gestão SEEDF","AREA ITAPOA QUADRA 378 CONJUNTO L AREA ESPECIAL","3","QUADRA 378 AREA ESP.","ITAPOA I","-15.7398284","-47.7632907","61","39013028","secretarioec02itapoa@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","17","PARANOA","7","PARANOA","1","Urbana","53006755","EC 02 DO PARANOA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 30 CONJUNTO E","17","LOTE 17","PARANOA","-15.7637886","-47.7781873","61","39017563","ec02.paranoa@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","25","SCIA","1","Urbana","53019377","EC 03 DA ESTRUTURAL","1","Prédio SEEDF - Gestão SEEDF","QE 42 AE 1","NULL","NULL","GUARA","-15.846566","-47.966867","61","39015924","ec03ce.guara@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","8","CEILANDIA","9","CEILANDIA","1","Urbana","53007662","EC 03 DE CEILANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QNM 18/20","NULL","AREA ESPECIAL","CEILANDIA NORTE CEILANDIA","-15.8120955","-48.10158628","61","39013720","ec03.ceilandia@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","1","Urbana","53006194","EC 03 DE PLANALTINA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQ 1/2","SN","PROJECAO G","SETOR RESIDENCIAL LESTE PLANALTINA","-15.6150309","-47.6462072","61","39014433","escolaclasse03@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","9","GUARA","10","GUARA","1","Urbana","53008588","EC 03 DO GUARA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QE 7 LOTE J AREA ESPECIAL Q","NULL","NULL","GUARA I","-15.8194536","-47.9794868","61","39013715","ec03.guara@edu.se.df.gov.br",""
